upgradeName,Korean,English
NanoF_1_Skill_04,"더 많은 오리들",
NanoF_1_Skill_05,"더 많은 오리들",
NanoF_1_Synergy,"많이 많이 오리",
NanoF_2_Acquire,"오리 군단 출동!",
NanoF_2_Skill_01,"데미지 증가",
NanoF_2_Skill_02,"데미지 증가",
NanoF_2_Skill_03,"더 많은 오리들",
NanoF_2_Skill_04,"더 많은 오리들",
NanoF_2_Skill_05,"더 많은 오리들",
NanoF_2_Synergy,"많이 많이 오리",
OrigamiF_0_Acquire,"종이 비행기 공격!",
OrigamiF_0_More_Damage_01,"더 강력한 데미지",
OrigamiF_0_More_Damage_02,"더 강력한 데미지",
OrigamiF_0_More_Damage_03,"더 강력한 데미지",
OrigamiF_0_More_Projectile_01,"비행기 추가",
OrigamiF_0_More_Projectile_02,"비행기 추가",
OrigamiF_0_Synergy,"체력 흡수!",
OrigamiF_1_Acquire,"종이 비행기 공격!",
OrigamiF_1_More_Damage_01,"더 강력한 데미지",
OrigamiF_1_More_Damage_02,"더 강력한 데미지",
OrigamiF_1_More_Damage_03,"더 강력한 데미지",
OrigamiF_1_More_Projectile_01,"비행기 추가",
OrigamiF_1_More_Projectile_02,"비행기 추가",
OrigamiF_1_Synergy,"체력 흡수!",
OrigamiF_2_Acquire,"종이 비행기 공격!",
OrigamiF_2_More_Damage_01,"더 강력한 데미지",
OrigamiF_2_More_Damage_02,"더 강력한 데미지",
OrigamiF_2_More_Damage_03,"더 강력한 데미지",
OrigamiF_2_More_Projectile_01,"비행기 추가",
OrigamiF_2_More_Projectile_02,"비행기 추가",
OrigamiF_2_Synergy,"체력 흡수!",
Party_0_Acquire,"오리 군단 출동!",
Party_0_Skill_01,"데미지 증가",
Party_0_Skill_02,"데미지 증가",
Party_0_Skill_03,"더 많은 오리들",
Party_0_Skill_04,"더 많은 오리들",
Party_0_Skill_05,"더 많은 오리들",
Party_0_Synergy,"많이 많이 오리",
Party_1_Acquire,"오리 군단 출동!",
Party_1_Skill_01,"데미지 증가",
Party_1_Skill_02,"데미지 증가",
Party_1_Skill_03,"더 많은 오리들",
Party_1_Skill_04,"더 많은 오리들",
Party_1_Skill_05,"더 많은 오리들",
Party_1_Synergy,"많이 많이 오리",
Party_2_Acquire,"오리 군단 출동!",
Party_2_Skill_01,"데미지 증가",
Party_2_Skill_02,"데미지 증가",
Party_2_Skill_03,"더 많은 오리들",
Party_2_Skill_04,"더 많은 오리들",
Party_2_Skill_05,"더 많은 오리들",
Party_2_Synergy,"많이 많이 오리",
Party_3_Acquire,"오리 군단 출동!",
Party_3_Skill_01,"데미지 증가",
Party_3_Skill_02,"데미지 증가",
Party_3_Skill_03,"더 많은 오리들",
Party_3_Skill_04,"더 많은 오리들",
Party_3_Skill_05,"더 많은 오리들",
Party_3_Synergy,"많이 많이 오리",
Party_4_Acquire,"오리 군단 출동!",
Party_4_Skill_01,"데미지 증가",
Party_4_Skill_02,"데미지 증가",
Party_4_Skill_03,"더 많은 오리들",
Party_4_Skill_04,"더 많은 오리들",
Party_4_Skill_05,"더 많은 오리들",
Party_4_Synergy,"많이 많이 오리",
Plane_0_Acquire,"종이 비행기 공격!",
Plane_0_More_Damage_01,"더 강력한 데미지",
Plane_0_More_Damage_02,"더 강력한 데미지",
Plane_0_More_Damage_03,"더 강력한 데미지",
Plane_0_More_Projectile_01,"비행기 추가",
Plane_0_More_Projectile_02,"비행기 추가",
Plane_0_Synergy,"체력 흡수!",
Plane_1_Acquire,"종이 비행기 공격!",
Plane_1_More_Damage_01,"더 강력한 데미지",
Plane_1_More_Damage_02,"더 강력한 데미지",
Plane_1_More_Damage_03,"더 강력한 데미지",
Plane_1_More_Projectile_01,"비행기 추가",
Plane_1_More_Projectile_02,"비행기 추가",
Plane_1_Synergy,"체력 흡수!",
Plane_2_Acquire,"종이 비행기 공격!",
Plane_2_More_Damage_01,"더 강력한 데미지",
Plane_2_More_Damage_02,"더 강력한 데미지",
Plane_2_More_Damage_03,"더 강력한 데미지",
Plane_2_More_Projectile_01,"비행기 추가",
Plane_2_More_Projectile_02,"비행기 추가",
Plane_2_Synergy,"체력 흡수!",
Plane_3_Acquire,"종이 비행기 공격!",
Plane_3_More_Damage_01,"더 강력한 데미지",
Plane_3_More_Damage_02,"더 강력한 데미지",
Plane_3_More_Damage_03,"더 강력한 데미지",
Plane_3_More_Projectile_01,"비행기 추가",
Plane_3_More_Projectile_02,"비행기 추가",
Plane_3_Synergy,"체력 흡수!",
Plane_4_Acquire,"종이 비행기 공격!",
Plane_4_More_Damage_01,"더 강력한 데미지",
Plane_4_More_Damage_02,"더 강력한 데미지",
Plane_4_More_Damage_03,"더 강력한 데미지",
Plane_4_More_Projectile_01,"비행기 추가",
Plane_4_More_Projectile_02,"비행기 추가",
Plane_4_Synergy,"체력 흡수!",
Punch_0_Acqire,"뿌뿌 공격!",
Punch_0_More_Damage_1,"데미지 증가",
Punch_0_More_Damage_2,"데미지 증가",
Punch_0_More_Damage_3,"데미지 증가",
Punch_0_More_Faster_1,"더 빨리 공격",
Punch_0_More_Faster_2,"더 빨리 공격",
Punch_0_Synergy,"대왕 파티 호루라기",
Punch_1_Acqire,"뿌뿌 공격!",
Punch_1_More_Damage_1,"데미지 증가",
Punch_1_More_Damage_2,"데미지 증가",
Punch_1_More_Damage_3,"데미지 증가",
Punch_1_More_Faster_1,"더 빨리 공격",
Punch_1_More_Faster_2,"더 빨리 공격",
Punch_1_Synergy,"대왕 파티 호루라기",
Punch_2_Acqire,"뿌뿌 공격!",
Punch_2_More_Damage_1,"데미지 증가",
Punch_2_More_Damage_2,"데미지 증가",
Punch_2_More_Damage_3,"데미지 증가",
Punch_2_More_Faster_1,"더 빨리 공격",
Punch_2_More_Faster_2,"더 빨리 공격",
Punch_2_Synergy,"대왕 파티 호루라기",
Punch_3_Acqire,"뿌뿌 공격!",
Punch_3_More_Damage_1,"데미지 증가",
Punch_3_More_Damage_2,"데미지 증가",
Punch_3_More_Damage_3,"데미지 증가",
Punch_3_More_Faster_1,"더 빨리 공격",
Punch_3_More_Faster_2,"더 빨리 공격",
Punch_3_Synergy,"대왕 파티 호루라기",
Punch_4_Acqire,"뿌뿌 공격!",
Punch_4_More_Damage_1,"데미지 증가",
Punch_4_More_Damage_2,"데미지 증가",
Punch_4_More_Damage_3,"데미지 증가",
Punch_4_More_Faster_1,"더 빨리 공격",
Punch_4_More_Faster_2,"더 빨리 공격",
Punch_4_Synergy,"대왕 파티 호루라기",
Tennis_0_Acquire,"테니스 공격!",
Tennis_0_Faster_01,"쿨타임 감소",
Tennis_0_More_Damage_01,"데미지 증가",
Tennis_0_More_Projectile_01,"테니스 공 추가",
Tennis_0_More_Projectile_02,"테니스 공 추가",
Tennis_0_More_Projectile_03,"테니스 공 추가",
Tennis_0_Synergy,"으라차차 서브!",
Tennis_1_Acquire,"테니스 공격!",
Tennis_1_Faster_01,"쿨타임 감소",
Tennis_1_More_Damage_01,"데미지 증가",
Tennis_1_More_Projectile_01,"테니스 공 추가",
Tennis_1_More_Projectile_02,"테니스 공 추가",
Tennis_1_More_Projectile_03,"테니스 공 추가",
Tennis_1_Synergy,"으라차차 서브!",
Tennis_2_Acquire,"테니스 공격!",
Tennis_2_Faster_01,"쿨타임 감소",
Tennis_2_More_Damage_01,"데미지 증가",
Tennis_2_More_Projectile_01,"테니스 공 추가",
Tennis_2_More_Projectile_02,"테니스 공 추가",
Tennis_2_More_Projectile_03,"테니스 공 추가",
Tennis_2_Synergy,"으라차차 서브!",
Tennis_3_Acquire,"테니스 공격!",
Tennis_3_Faster_01,"쿨타임 감소",
Tennis_3_More_Damage_01,"데미지 증가",
Tennis_3_More_Projectile_01,"테니스 공 추가",
Tennis_3_More_Projectile_02,"테니스 공 추가",
Tennis_3_More_Projectile_03,"테니스 공 추가",
Tennis_3_Synergy,"으라차차 서브!",
Tennis_4_Acquire,"테니스 공격!",
Tennis_4_Faster_01,"쿨타임 감소",
Tennis_4_More_Damage_01,"데미지 증가",
Tennis_4_More_Projectile_01,"테니스 공 추가",
Tennis_4_More_Projectile_02,"테니스 공 추가",
Tennis_4_More_Projectile_03,"테니스 공 추가",
Tennis_4_Synergy,"으라차차 서브!",
TennisF_0_Acquire,"테니스 공격!",
TennisF_0_Faster_01,"쿨타임 감소",
TennisF_0_More_Damage_01,"데미지 증가",
TennisF_0_More_Projectile_01,"테니스 공 추가",
TennisF_0_More_Projectile_02,"테니스 공 추가",
TennisF_0_More_Projectile_03,"테니스 공 추가",
TennisF_0_Synergy,"으라차차 서브!",
TennisF_1_Acquire,"테니스 공격!",
TennisF_1_Faster_01,"쿨타임 감소",
TennisF_1_More_Damage_01,"데미지 증가",
TennisF_1_More_Projectile_01,"테니스 공 추가",
TennisF_1_More_Projectile_02,"테니스 공 추가",
TennisF_1_More_Projectile_03,"테니스 공 추가",
TennisF_1_Synergy,"으라차차 서브!",
TennisF_2_Acquire,"테니스 공격!",
TennisF_2_Faster_01,"쿨타임 감소",
TennisF_2_More_Damage_01,"데미지 증가",
TennisF_2_More_Projectile_01,"테니스 공 추가",
TennisF_2_More_Projectile_02,"테니스 공 추가",
TennisF_2_More_Projectile_03,"테니스 공 추가",
TennisF_2_Synergy,"으라차차 서브!",
Tesla_0_Acquire,"테슬라 전기 공격!",
Tesla_0_MoreDamage_1,"데미지 증가",
Tesla_0_MoreDamage_2,"데미지 증가",
Tesla_0_MoreProjectile_1,"번개 추가",
Tesla_0_MoreProjectile_2,"번개 추가",
Tesla_0_MoreProjectile_3,"번개 추가",
Tesla_0_Synergy,"천둥 번개 오리!",
Tesla_1_Acquire,"테슬라 전기 공격!",
Tesla_1_MoreDamage_1,"데미지 증가",
Tesla_1_MoreDamage_2,"데미지 증가",
Tesla_1_MoreProjectile_1,"번개 추가",
Tesla_1_MoreProjectile_2,"번개 추가",
Tesla_1_MoreProjectile_3,"번개 추가",
Tesla_1_Synergy,"천둥 번개 오리!",
Tesla_2_Acquire,"테슬라 전기 공격!",
Tesla_2_MoreDamage_1,"데미지 증가",
Tesla_2_MoreDamage_2,"데미지 증가",
Tesla_2_MoreProjectile_1,"번개 추가",
Tesla_2_MoreProjectile_2,"번개 추가",
Tesla_2_MoreProjectile_3,"번개 추가",
Tesla_2_Synergy,"천둥 번개 오리!",
Tesla_3_Acquire,"테슬라 전기 공격!",
Tesla_3_MoreDamage_1,"데미지 증가",
Tesla_3_MoreDamage_2,"데미지 증가",
Tesla_3_MoreProjectile_1,"번개 추가",
Tesla_3_MoreProjectile_2,"번개 추가",
Tesla_3_MoreProjectile_3,"번개 추가",
Tesla_3_Synergy,"천둥 번개 오리!",
Tesla_4_Acquire,"테슬라 전기 공격!",
Tesla_4_MoreDamage_1,"데미지 증가",
Tesla_4_MoreDamage_2,"데미지 증가",
Tesla_4_MoreProjectile_1,"번개 추가",
Tesla_4_MoreProjectile_2,"번개 추가",
Tesla_4_MoreProjectile_3,"번개 추가",
Tesla_4_Synergy,"천둥 번개 오리!",
TeslaF_0_Acquire,"테슬라 전기 공격!",
TeslaF_0_MoreDamage_1,"데미지 증가",
TeslaF_0_MoreDamage_2,"데미지 증가",
TeslaF_0_MoreProjectile_1,"번개 2개 추가",
TeslaF_0_MoreProjectile_2,"번개 2개 추가",
TeslaF_0_MoreProjectile_3,"번개 2개 추가",
TeslaF_0_Synergy,"천둥 번개 오리!",
TeslaF_1_Acquire,"테슬라 전기 공격!",
TeslaF_1_MoreDamage_1,"데미지 증가",
TeslaF_1_MoreDamage_2,"데미지 증가",
TeslaF_1_MoreProjectile_1,"번개 추가",
TeslaF_1_MoreProjectile_2,"번개 추가",
TeslaF_1_MoreProjectile_3,"번개 추가",
TeslaF_1_Synergy,"천둥 번개 오리!",
TeslaF_2_Acquire,"테슬라 전기 공격!",
TeslaF_2_MoreDamage_1,"데미지 증가",
TeslaF_2_MoreDamage_2,"데미지 증가",
TeslaF_2_MoreProjectile_1,"번개 추가",
TeslaF_2_MoreProjectile_2,"번개 추가",
TeslaF_2_MoreProjectile_3,"번개 추가",
TeslaF_2_Synergy,"천둥 번개 오리!",
Volley_0_Acquire,"스파이크 공격!",
Volley_0_Skill_01,"더 빠른 서브",
Volley_0_Skill_02,"더 빠른 서브",
Volley_0_Skill_03,"더 아픈 서브",
Volley_0_Skill_04,"더 아픈 서브",
Volley_0_Skill_05,"더 아픈 서브",
Volley_0_Synergy,"아야아야 서브",
Volley_1_Acquire,"스파이크 공격!",
Volley_1_Skill_01,"더 빠른 서브",
Volley_1_Skill_02,"더 빠른 서브",
Volley_1_Skill_03,"더 아픈 서브",
Volley_1_Skill_04,"더 아픈 서브",
Volley_1_Skill_05,"더 아픈 서브",
Volley_1_Synergy,"아야아야 서브",
Volley_2_Acquire,"스파이크 공격!",
Volley_2_Skill_01,"더 빠른 서브",
Volley_2_Skill_02,"더 빠른 서브",
Volley_2_Skill_03,"더 아픈 서브",
Volley_2_Skill_04,"더 아픈 서브",
Volley_2_Skill_05,"더 아픈 서브",
Volley_2_Synergy,"아야아야 서브",
Volley_3_Acquire,"스파이크 공격!",
Volley_3_Skill_01,"더 빠른 서브",
Volley_3_Skill_02,"더 빠른 서브",
Volley_3_Skill_03,"더 아픈 서브",
Volley_3_Skill_04,"더 아픈 서브",
Volley_3_Skill_05,"더 아픈 서브",
Volley_3_Synergy,"아야아야 서브",
Volley_4_Acquire,"스파이크 공격!",
Volley_4_Skill_01,"더 빠른 서브",
Volley_4_Skill_02,"더 빠른 서브",
Volley_4_Skill_03,"더 아픈 서브",
Volley_4_Skill_04,"더 아픈 서브",
Volley_4_Skill_05,"더 아픈 서브",
Volley_4_Synergy,"아야아야 서브",
VolleyF_0_Acquire,"스파이크 공격!",
VolleyF_0_Skill_01,"더 빠른 서브",
VolleyF_0_Skill_02,"더 빠른 서브",
VolleyF_0_Skill_03,"더 아픈 서브",
VolleyF_0_Skill_04,"더 아픈 서브",
VolleyF_0_Skill_05,"더 아픈 서브",
VolleyF_0_Synergy,"아야아야 서브",
VolleyF_1_Acquire,"스파이크 공격!",
VolleyF_1_Skill_01,"더 빠른 서브",
VolleyF_1_Skill_02,"더 빠른 서브",
VolleyF_1_Skill_03,"더 아픈 서브",
VolleyF_1_Skill_04,"더 아픈 서브",
VolleyF_1_Skill_05,"더 아픈 서브",
VolleyF_1_Synergy,"아야아야 서브",
VolleyF_2_Acquire,"스파이크 공격!",
VolleyF_2_Skill_01,"더 빠른 서브",
VolleyF_2_Skill_02,"더 빠른 서브",
VolleyF_2_Skill_03,"더 아픈 서브",
VolleyF_2_Skill_04,"더 아픈 서브",
VolleyF_2_Skill_05,"더 아픈 서브",
VolleyF_2_Synergy,"아야아야 서브",
Whip_Double_Strike,"전기 뿅망치!",
Whip_KnockBackUp_01,"데미지 증가",
Whip_KnockBackUp_02_1,"낙백 확률 증가",
Whip_KnockBackUp_03,"데미지 증가",
Whip_More_Damage,"데미지 증가",
Whip_More_Damage_1,"앞 뒤로 공격!",
Whip_Synergy,"토르토르 공격!",
WhistleF_0_Acquire,"뿌뿌 공격!",
WhistleF_0_More_Damage_1,"데미지 증가",
WhistleF_0_More_Damage_2,"데미지 증가",
WhistleF_0_More_Damage_3,"데미지 증가",
WhistleF_0_More_Faster_1,"더 빨리 공격",
WhistleF_0_More_Faster_2,"더 빨리 공격",
WhistleF_0_Synergy,"대왕 파티 호루라기",
WhistleF_1_Acquire,"뿌뿌 공격!",
WhistleF_1_More_Damage_1,"데미지 증가",
WhistleF_1_More_Damage_2,"데미지 증가",
WhistleF_1_More_Damage_3,"데미지 증가",
WhistleF_1_More_Faster_1,"더 빨리 공격",
WhistleF_1_More_Faster_2,"더 빨리 공격",
WhistleF_1_Synergy,"대왕 파티 호루라기",
WhistleF_2_Acquire,"뿌뿌 공격!",
WhistleF_2_More_Damage_1,"데미지 증가",
WhistleF_2_More_Damage_2,"데미지 증가",
WhistleF_2_More_Damage_3,"데미지 증가",
WhistleF_2_More_Faster_1,"더 빨리 공격",
WhistleF_2_More_Faster_2,"더 빨리 공격",
WhistleF_2_Synergy,"대왕 파티 호루라기",
YoyoF_0_Acquire,"빙글빙글 요요!",
YoyoF_0_FasterProjectiles_1,"더 빠른 회전",
YoyoF_0_MoreProjectiles_1,"요요 추가",
YoyoF_0_MoreProjectiles_2,"요요 추가",
YoyoF_0_MoreProjectiles_3,"요요 추가",
YoyoF_0_MoreStrongProjectile_1,"데미지 증가",
YoyoF_0_Synergy,"멀티 자석 요요!",
YoyoF_1_Acquire,"빙글빙글 요요!",
YoyoF_1_FasterProjectiles_1,"더 빠른 회전",
YoyoF_1_MoreProjectiles_1,"요요 추가",
YoyoF_1_MoreProjectiles_2,"요요 추가",
YoyoF_1_MoreProjectiles_3,"요요 추가",
YoyoF_1_MoreStrongProjectile_1,"데미지 증가",
YoyoF_1_Synergy,"멀티 자석 요요!",
YoyoF_2_Acquire,"빙글빙글 요요!",
YoyoF_2_FasterProjectiles_1,"더 빠른 회전",
YoyoF_2_MoreProjectiles_1,"요요 추가",
YoyoF_2_MoreProjectiles_2,"요요 추가",
YoyoF_2_MoreProjectiles_3,"요요 추가",
YoyoF_2_MoreStrongProjectile_1,"데미지 증가",
YoyoF_2_Synergy,"멀티 자석 요요!",
Zap_0_Acquire,"정전기 공격!",
Zap_0_MoreDamage_1,"더 아픈 레이져",
Zap_0_MoreDamage_2,"더 아픈 레이져",
Zap_0_MoreProjectile_1,"더 아픈 레이져",
Zap_0_MoreProjectile_2,"레이져 추가",
Zap_0_MoreProjectile_3,"레이져 추가",
Zap_0_Synergy,"지지직 레이져!",
Zap_1_Acquire,"정전기 공격!",
Zap_1_MoreDamage_1,"더 아픈 레이져",
Zap_1_MoreDamage_2,"더 아픈 레이져",
Zap_1_MoreProjectile_1,"더 아픈 레이져",
Zap_1_MoreProjectile_2,"레이져 추가",
Zap_1_MoreProjectile_3,"레이져 추가",
Zap_1_Synergy,"지지직 레이져!",
Zap_2_Acquire,"정전기 공격!",
Zap_2_MoreDamage_1,"더 아픈 레이져",
Zap_2_MoreDamage_2,"더 아픈 레이져",
Zap_2_MoreProjectile_1,"더 아픈 레이져",
Zap_2_MoreProjectile_2,"레이져 추가",
Zap_2_MoreProjectile_3,"레이져 추가",
Zap_2_Synergy,"지지직 레이져!",
Zap_3_Acquire,"정전기 공격!",
Zap_3_MoreDamage_1,"더 아픈 레이져",
Zap_3_MoreDamage_2,"더 아픈 레이져",
Zap_3_MoreProjectile_1,"더 아픈 레이져",
Zap_3_MoreProjectile_2,"레이져 추가",
Zap_3_MoreProjectile_3,"레이져 추가",
Zap_3_Synergy,"지지직 레이져!",
Zap_4_Acquire,"정전기 공격!",
Zap_4_MoreDamage_1,"더 아픈 레이져",
Zap_4_MoreDamage_2,"더 아픈 레이져",
Zap_4_MoreProjectile_1,"더 아픈 레이져",
Zap_4_MoreProjectile_2,"레이져 추가",
Zap_4_MoreProjectile_3,"레이져 추가",
Zap_4_Synergy,"지지직 레이져!",
ZapF_0_Acquire,"정전기 공격!",
ZapF_0_MoreDamage_1,"더 아픈 레이져",
ZapF_0_MoreDamage_2,"더 아픈 레이져",
ZapF_0_MoreDamage_3,"더 아픈 레이져",
ZapF_0_MoreProjectile_1,"레이져 추가",
ZapF_0_MoreProjectile_2,"레이져 추가",
ZapF_0_Synergy,"지지직 레이져!",
ZapF_1_Acquire,"정전기 공격!",
ZapF_1_MoreDamage_1,"더 아픈 레이져",
ZapF_1_MoreDamage_2,"더 아픈 레이져",
ZapF_1_MoreDamage_3,"더 아픈 레이져",
ZapF_1_MoreProjectile_1,"레이져 추가",
ZapF_1_MoreProjectile_2,"레이져 추가",
ZapF_1_Synergy,"지지직 레이져!",
ZapF_2_Acquire,"정전기 공격!",
ZapF_2_MoreDamage_1,"더 아픈 레이져",
ZapF_2_MoreDamage_2,"더 아픈 레이져",
ZapF_2_MoreDamage_3,"더 아픈 레이져",
ZapF_2_MoreProjectile_1,"레이져 추가",
ZapF_2_MoreProjectile_2,"레이져 추가",
ZapF_2_Synergy,"지지직 레이져!",
# 아이템 업그레이드
Armor Acquire,"Defense Up",
Armor Upgrad,"Defense Up",
Armor Upgrad 1,"Defense Up",
Belt Acquire,"Knockback Up",
Belt KnockBackChance 1,"Knockback Up",
Belt KnockBackChance 2,"Knockback Up",
Bulb CriticalDamageChance 1,"Crit Chance Up",
Bulb CriticalDamageChance 2,"Crit Chance Up",
Bulb_Acquire,"Crit Chance Up",
CoolDown Acquire,"Cooldown Down",
CoolDown Shorter 1,"Cooldown Down",
CoolDown Shorter 2,"Cooldown Down",
Damage Acquire,"Damage Up",
Damage DamageUp 1,"Damage Up",
Damage DamageUp 2,"Damage Up",
HpRegenRate Acquire,"HP Regen Up",
HpRegenRate HigherRate 1,"HP Regen Up",
HpRegenRate HigherRate 2,"HP Regen Up",
Magnet Acquire,"Magnet Range Up",
Magnet Upgrad 1,"Magnet Range Up",
Magnet Upgrad 2,"Magnet Range Up",
MaxHealth Acquire,"Max HP Up",
MaxHealth Maxhealth 1,"Max HP Up",
MaxHealth Maxhealth 2,"Max HP Up",
Shoes Acquire,"Speed Up",
Shoes MoveSpeed 1,"Speed Up",
Shoes MoveSpeed 2,"Speed Up",
SkillDuration Acquire,"Skill Duration Up",
SkillDuration Upgrad 1,"Skill Duration Up",
SkillDuration Upgrad 2,"Skill Duration Up",
