upgradeName,Korean,English
OrigamiF_0_More_Projectile_01,"+5 Planes",
OrigamiF_0_More_Projectile_02,"+5 Planes",
OrigamiF_0_Synergy,"Life Drain!",
OrigamiF_1_Acquire,"Paper Plane Attack!",
OrigamiF_1_More_Damage_01,"Stronger Hit",
OrigamiF_1_More_Damage_02,"Stronger Hit",
OrigamiF_1_More_Damage_03,"Stronger Hit",
OrigamiF_1_More_Projectile_01,"+5 Planes",
OrigamiF_1_More_Projectile_02,"+5 Planes",
OrigamiF_1_Synergy,"Life Drain!",
OrigamiF_2_Acquire,"Paper Plane Attack!",
OrigamiF_2_More_Damage_01,"Stronger Hit",
OrigamiF_2_More_Damage_02,"Stronger Hit",
OrigamiF_2_More_Damage_03,"Stronger Hit",
OrigamiF_2_More_Projectile_01,"+5 Planes",
OrigamiF_2_More_Projectile_02,"+5 Planes",
OrigamiF_2_Synergy,"Life Drain!",
Party_0_Acquire,"오리들과",
Party_0_Skill_01,"데미지 증가",
Party_0_Skill_02,"데미지 증가",
Party_0_Skill_03,"더 많은 오리들",
Party_0_Skill_04,"더 많은 오리들",
Party_0_Skill_05,"더 많은 오리들",
Party_0_Synergy,"많이 많이",
Party_1_Acquire,"오리들과",
Party_1_Skill_01,"데미지 증가",
Party_1_Skill_02,"데미지 증가",
Party_1_Skill_03,"더 많은 오리들",
Party_1_Skill_04,"더 많은 오리들",
Party_1_Skill_05,"더 많은 오리들",
Party_1_Synergy,"많이 많이",
Party_2_Acquire,"오리들과",
Party_2_Skill_01,"데미지 증가",
Party_2_Skill_02,"데미지 증가",
Party_2_Skill_03,"더 많은 오리들",
Party_2_Skill_04,"더 많은 오리들",
Party_2_Skill_05,"더 많은 오리들",
Party_2_Synergy,"많이 많이",
Party_3_Acquire,"오리들과",
Party_3_Skill_01,"데미지 증가",
Party_3_Skill_02,"데미지 증가",
Party_3_Skill_03,"더 많은 오리들",
Party_3_Skill_04,"더 많은 오리들",
Party_3_Skill_05,"더 많은 오리들",
Party_3_Synergy,"많이 많이",
Party_4_Acquire,"오리들과",
Party_4_Skill_01,"데미지 증가",
Party_4_Skill_02,"데미지 증가",
Party_4_Skill_03,"더 많은 오리들",
Party_4_Skill_04,"더 많은 오리들",
Party_4_Skill_05,"더 많은 오리들",
Party_4_Synergy,"많이 많이",
Plane_0_Acquire,"종이 비행기 공격",
Plane_0_More_Damage_01,"더 강력한 데미지",
Plane_0_More_Damage_02,"더 강력한 데미지",
Plane_0_More_Damage_03,"더 강력한 데미지",
Plane_0_More_Projectile_01,"비행기 5개 추가",
Plane_0_More_Projectile_02,"비행기 5개 추가",
Plane_0_Synergy,"공격하면
체력이 회복!",
Plane_1_Acquire,"종이 비행기 공격",
Plane_1_More_Damage_01,"더 강력한 데미지",
Plane_1_More_Damage_02,"더 강력한 데미지",
Plane_1_More_Damage_03,"더 강력한 데미지",
Plane_1_More_Projectile_01,"비행기 5개 추가",
Plane_1_More_Projectile_02,"비행기 5개 추가",
Plane_1_Synergy,"공격하면
체력이 회복!",
Plane_2_Acquire,"종이 비행기 공격",
Plane_2_More_Damage_01,"더 강력한 데미지",
Plane_2_More_Damage_02,"더 강력한 데미지",
Plane_2_More_Damage_03,"더 강력한 데미지",
Plane_2_More_Projectile_01,"비행기 5개 추가",
Plane_2_More_Projectile_02,"비행기 5개 추가",
Plane_2_Synergy,"공격하면
체력이 회복!",
Plane_3_Acquire,"종이 비행기 공격",
Plane_3_More_Damage_01,"더 강력한 데미지",
Plane_3_More_Damage_02,"더 강력한 데미지",
Plane_3_More_Damage_03,"더 강력한 데미지",
Plane_3_More_Projectile_01,"비행기 5개 추가",
Plane_3_More_Projectile_02,"비행기 5개 추가",
Plane_3_Synergy,"공격하면
체력이 회복!",
Plane_4_Acquire,"종이 비행기 공격",
Plane_4_More_Damage_01,"더 강력한 데미지",
Plane_4_More_Damage_02,"더 강력한 데미지",
Plane_4_More_Damage_03,"더 강력한 데미지",
Plane_4_More_Projectile_01,"비행기 5개 추가",
Plane_4_More_Projectile_02,"비행기 5개 추가",
Plane_4_Synergy,"공격하면
체력이 회복!",
Punch_0_Acqire,"뿌뿌 공격",
Punch_0_More_Damage_1,"데미지 증가",
Punch_0_More_Damage_2,"데미지 증가",
Punch_0_More_Damage_3,"데미지 증가",
Punch_0_More_Faster_1,"더 빨리 공격",
Punch_0_More_Faster_2,"더 빨리 공격",
Punch_0_Synergy,"대왕 파티 호루라기",
Punch_1_Acqire,"뿌뿌 공격",
Punch_1_More_Damage_1,"데미지 증가",
Punch_1_More_Damage_2,"데미지 증가",
Punch_1_More_Damage_3,"데미지 증가",
Punch_1_More_Faster_1,"더 빨리 공격",
Punch_1_More_Faster_2,"더 빨리 공격",
Punch_1_Synergy,"대왕 파티 호루라기",
Punch_2_Acqire,"뿌뿌 공격",
Punch_2_More_Damage_1,"데미지 증가",
Punch_2_More_Damage_2,"데미지 증가",
Punch_2_More_Damage_3,"데미지 증가",
Punch_2_More_Faster_1,"더 빨리 공격",
Punch_2_More_Faster_2,"더 빨리 공격",
Punch_2_Synergy,"대왕 파티 호루라기",
Punch_3_Acqire,"뿌뿌 공격",
Punch_3_More_Damage_1,"데미지 증가",
Punch_3_More_Damage_2,"데미지 증가",
Punch_3_More_Damage_3,"데미지 증가",
Punch_3_More_Faster_1,"더 빨리 공격",
Punch_3_More_Faster_2,"더 빨리 공격",
Punch_3_Synergy,"대왕 파티 호루라기",
Punch_4_Acqire,"뿌뿌 공격",
Punch_4_More_Damage_1,"데미지 증가",
Punch_4_More_Damage_2,"데미지 증가",
Punch_4_More_Damage_3,"데미지 증가",
Punch_4_More_Faster_1,"더 빨리 공격",
Punch_4_More_Faster_2,"더 빨리 공격",
Punch_4_Synergy,"대왕 파티 호루라기",
Tennis_0_Acquire,"테니스 공격!",
Tennis_0_Faster_01,"쿨타임 감소",
Tennis_0_More_Damage_01,"데미지 증가",
Tennis_0_More_Projectile_01,"테니스 공 추가",
Tennis_0_More_Projectile_02,"테니스 공 추가",
Tennis_0_More_Projectile_03,"테니스 공 추가",
Tennis_0_Synergy,"으라차차테니스",
Tennis_1_Acquire,"테니스 공격!",
Tennis_1_Faster_01,"쿨타임 감소",
Tennis_1_More_Damage_01,"데미지 증가",
Tennis_1_More_Projectile_01,"테니스 공 추가",
Tennis_1_More_Projectile_02,"테니스 공 추가",
Tennis_1_More_Projectile_03,"테니스 공 추가",
Tennis_1_Synergy,"으라차차테니스",
Tennis_2_Acquire,"테니스 공격!",
Tennis_2_Faster_01,"쿨타임 감소",
Tennis_2_More_Damage_01,"데미지 증가",
Tennis_2_More_Projectile_01,"테니스 공 추가",
Tennis_2_More_Projectile_02,"테니스 공 추가",
Tennis_2_More_Projectile_03,"테니스 공 추가",
Tennis_2_Synergy,"으라차차테니스",
Tennis_3_Acquire,"테니스 공격!",
Tennis_3_Faster_01,"쿨타임 감소",
Tennis_3_More_Damage_01,"데미지 증가",
Tennis_3_More_Projectile_01,"테니스 공 추가",
Tennis_3_More_Projectile_02,"테니스 공 추가",
Tennis_3_More_Projectile_03,"테니스 공 추가",
Tennis_3_Synergy,"으라차차테니스",
Tennis_4_Acquire,"테니스 공격!",
Tennis_4_Faster_01,"쿨타임 감소",
Tennis_4_More_Damage_01,"데미지 증가",
Tennis_4_More_Projectile_01,"테니스 공 추가",
Tennis_4_More_Projectile_02,"테니스 공 추가",
Tennis_4_More_Projectile_03,"테니스 공 추가",
Tennis_4_Synergy,"으라차차테니스",
TennisF_0_Acquire,"Tennis Smash!",
TennisF_0_Faster_01,"Faster Serve",
TennisF_0_More_Damage_01,"Damage Up",
TennisF_0_More_Projectile_01,"+1 Ball",
TennisF_0_More_Projectile_02,"+1 Ball",
TennisF_0_More_Projectile_03,"+1 Ball",
TennisF_0_Synergy,"Smash Frenzy!",
TennisF_1_Acquire,"Tennis Smash!",
TennisF_1_Faster_01,"Faster Serve",
TennisF_1_More_Damage_01,"Damage Up",
TennisF_1_More_Projectile_01,"+1 Ball",
TennisF_1_More_Projectile_02,"+1 Ball",
TennisF_1_More_Projectile_03,"+1 Ball",
TennisF_1_Synergy,"Smash Frenzy!",
TennisF_2_Acquire,"Tennis Smash!",
TennisF_2_Faster_01,"Faster Serve",
TennisF_2_More_Damage_01,"Damage Up",
TennisF_2_More_Projectile_01,"+1 Ball",
TennisF_2_More_Projectile_02,"+1 Ball",
TennisF_2_More_Projectile_03,"+1 Ball",
TennisF_2_Synergy,"Smash Frenzy!",
Tesla_0_Acquire,"테슬라 
전기 공격",
Tesla_0_MoreDamage_1,"데미지 증가
",
Tesla_0_MoreDamage_2,"데미지 증가
",
Tesla_0_MoreProjectile_1,"번개 2개 추가",
Tesla_0_MoreProjectile_2,"번개 2개 추가",
Tesla_0_MoreProjectile_3,"번개 2개 추가",
Tesla_0_Synergy,"천둥 번개 오리!",
Tesla_1_Acquire,"테슬라 
전기 공격",
Tesla_1_MoreDamage_1,"데미지 증가
",
Tesla_1_MoreDamage_2,"데미지 증가
",
Tesla_1_MoreProjectile_1,"번개 2개 추가",
Tesla_1_MoreProjectile_2,"번개 2개 추가",
Tesla_1_MoreProjectile_3,"번개 2개 추가",
Tesla_1_Synergy,"천둥 번개 오리!",
Tesla_2_Acquire,"테슬라 
전기 공격",
Tesla_2_MoreDamage_1,"데미지 증가
",
Tesla_2_MoreDamage_2,"데미지 증가
",
Tesla_2_MoreProjectile_1,"번개 2개 추가",
Tesla_2_MoreProjectile_2,"번개 2개 추가",
Tesla_2_MoreProjectile_3,"번개 2개 추가",
Tesla_2_Synergy,"천둥 번개 오리!",
Tesla_3_Acquire,"테슬라 
전기 공격",
Tesla_3_MoreDamage_1,"데미지 증가
",
Tesla_3_MoreDamage_2,"데미지 증가
",
Tesla_3_MoreProjectile_1,"번개 2개 추가",
Tesla_3_MoreProjectile_2,"번개 2개 추가",
Tesla_3_MoreProjectile_3,"번개 2개 추가",
Tesla_3_Synergy,"천둥 번개 오리!",
Tesla_4_Acquire,"테슬라 
전기 공격",
Tesla_4_MoreDamage_1,"데미지 증가
",
Tesla_4_MoreDamage_2,"데미지 증가
",
Tesla_4_MoreProjectile_1,"번개 2개 추가",
Tesla_4_MoreProjectile_2,"번개 2개 추가",
Tesla_4_MoreProjectile_3,"번개 2개 추가",
Tesla_4_Synergy,"천둥 번개 오리!",
TeslaF_0_Acquire,"Zap Attack!",
TeslaF_0_MoreDamage_1,"Damage Up",
TeslaF_0_MoreDamage_2,"Damage Up",
TeslaF_0_MoreProjectile_1,"+2 Bolts",
TeslaF_0_MoreProjectile_2,"+2 Bolts",
TeslaF_0_MoreProjectile_3,"+2 Bolts",
TeslaF_0_Synergy,"Chain Lightning!",
TeslaF_1_Acquire,"Zap Attack!",
TeslaF_1_MoreDamage_1,"Damage Up",
TeslaF_1_MoreDamage_2,"Damage Up",
TeslaF_1_MoreProjectile_1,"+2 Bolts",
TeslaF_1_MoreProjectile_2,"+2 Bolts",
TeslaF_1_MoreProjectile_3,"+2 Bolts",
TeslaF_1_Synergy,"Chain Lightning!",
TeslaF_2_Acquire,"Zap Attack!",
TeslaF_2_MoreDamage_1,"Damage Up",
TeslaF_2_MoreDamage_2,"Damage Up",
TeslaF_2_MoreProjectile_1,"+2 Bolts",
TeslaF_2_MoreProjectile_2,"+2 Bolts",
TeslaF_2_MoreProjectile_3,"+2 Bolts",
TeslaF_2_Synergy,"Chain Lightning!",
Volley_0_Acquire,"",
Volley_0_Skill_01,"더 빠른 서브",
Volley_0_Skill_02,"더 빠른 서브",
Volley_0_Skill_03,"더 강력한 서브",
Volley_0_Skill_04,"더 강력한 서브",
Volley_0_Skill_05,"더 강력한 서브",
Volley_0_Synergy,"",
Volley_1_Acquire,"",
Volley_1_Skill_01,"더 빠른 서브",
Volley_1_Skill_02,"더 빠른 서브",
Volley_1_Skill_03,"더 강력한 서브",
Volley_1_Skill_04,"더 강력한 서브",
Volley_1_Skill_05,"더 강력한 서브",
Volley_1_Synergy,"",
Volley_2_Acquire,"",
Volley_2_Skill_01,"더 빠른 서브",
Volley_2_Skill_02,"더 빠른 서브",
Volley_2_Skill_03,"더 강력한 서브",
Volley_2_Skill_04,"더 강력한 서브",
Volley_2_Skill_05,"더 강력한 서브",
Volley_2_Synergy,"",
Volley_3_Acquire,"",
Volley_3_Skill_01,"더 빠른 서브",
Volley_3_Skill_02,"더 빠른 서브",
Volley_3_Skill_03,"더 강력한 서브",
Volley_3_Skill_04,"더 강력한 서브",
Volley_3_Skill_05,"더 강력한 서브",
Volley_3_Synergy,"",
Volley_4_Acquire,"",
Volley_4_Skill_01,"더 빠른 서브",
Volley_4_Skill_02,"더 빠른 서브",
Volley_4_Skill_03,"더 강력한 서브",
Volley_4_Skill_04,"더 강력한 서브",
Volley_4_Skill_05,"더 강력한 서브",
Volley_4_Synergy,"",
VolleyF_0_Acquire,"Spike Attack!",
VolleyF_0_Skill_01,"Faster Spike",
VolleyF_0_Skill_02,"Faster Spike",
VolleyF_0_Skill_03,"Stronger Spike",
VolleyF_0_Skill_04,"Stronger Spike",
VolleyF_0_Skill_05,"Stronger Spike",
VolleyF_0_Synergy,"Mega Spike!",
VolleyF_1_Acquire,"Spike Attack!",
VolleyF_1_Skill_01,"Faster Spike",
VolleyF_1_Skill_02,"Faster Spike",
VolleyF_1_Skill_03,"Stronger Spike",
VolleyF_1_Skill_04,"Stronger Spike",
VolleyF_1_Skill_05,"Stronger Spike",
VolleyF_1_Synergy,"Mega Spike!",
VolleyF_2_Acquire,"Spike Attack!",
VolleyF_2_Skill_01,"Faster Spike",
VolleyF_2_Skill_02,"Faster Spike",
VolleyF_2_Skill_03,"Stronger Spike",
VolleyF_2_Skill_04,"Stronger Spike",
VolleyF_2_Skill_05,"Stronger Spike",
VolleyF_2_Synergy,"Mega Spike!",
Whip_Double_Strike,"앞 뒤로 공격",
Whip_KnockBackUp_01,"낙백 확률",
Whip_KnockBackUp_02_1,"낙백 확률",
Whip_KnockBackUp_03,"낙백 확률",
Whip_More_Damage,"데미지",
Whip_More_Damage_1,"데미지",
Whip_Synergy,"펀치 시너지",
WhistleF_0_Acquire,"Toot Attack!",
WhistleF_0_More_Damage_1,"Damage Up",
WhistleF_0_More_Damage_2,"Damage Up",
WhistleF_0_More_Damage_3,"Damage Up",
WhistleF_0_More_Faster_1,"Faster Toot",
WhistleF_0_More_Faster_2,"Faster Toot",
WhistleF_0_Synergy,"Party Blowout!",
WhistleF_1_Acquire,"Toot Attack!",
WhistleF_1_More_Damage_1,"Damage Up",
WhistleF_1_More_Damage_2,"Damage Up",
WhistleF_1_More_Damage_3,"Damage Up",
WhistleF_1_More_Faster_1,"Faster Toot",
WhistleF_1_More_Faster_2,"Faster Toot",
WhistleF_1_Synergy,"Party Blowout!",
WhistleF_2_Acquire,"Toot Attack!",
WhistleF_2_More_Damage_1,"Damage Up",
WhistleF_2_More_Damage_2,"Damage Up",
WhistleF_2_More_Damage_3,"Damage Up",
WhistleF_2_More_Faster_1,"Faster Toot",
WhistleF_2_More_Faster_2,"Faster Toot",
WhistleF_2_Synergy,"Party Blowout!",
YoyoF_0_Acquire,"Spinning Yoyo!",
YoyoF_0_FasterProjectiles_1,"Faster Spin",
YoyoF_0_MoreProjectiles_1,"+1 Yoyo",
YoyoF_0_MoreProjectiles_2,"+1 Yoyo",
YoyoF_0_MoreProjectiles_3,"+1 Yoyo",
YoyoF_0_MoreStrongProjectile_1,"Damage Up",
YoyoF_0_Synergy,"Magnet Yoyo!",
YoyoF_1_Acquire,"Spinning Yoyo!",
YoyoF_1_FasterProjectiles_1,"Faster Spin",
YoyoF_1_MoreProjectiles_1,"+1 Yoyo",
YoyoF_1_MoreProjectiles_2,"+1 Yoyo",
YoyoF_1_MoreProjectiles_3,"+1 Yoyo",
YoyoF_1_MoreStrongProjectile_1,"Damage Up",
YoyoF_1_Synergy,"Magnet Yoyo!",
YoyoF_2_Acquire,"Spinning Yoyo!",
YoyoF_2_FasterProjectiles_1,"Faster Spin",
YoyoF_2_MoreProjectiles_1,"+1 Yoyo",
YoyoF_2_MoreProjectiles_2,"+1 Yoyo",
YoyoF_2_MoreProjectiles_3,"+1 Yoyo",
YoyoF_2_MoreStrongProjectile_1,"Damage Up",
YoyoF_2_Synergy,"Magnet Yoyo!",
Zap_0_Acquire,"",
Zap_0_MoreDamage_1,"더 아픈 레이져",
Zap_0_MoreDamage_2,"더 아픈 레이져",
Zap_0_MoreProjectile_1,"레이져 하나 추가",
Zap_0_MoreProjectile_2,"레이져 하나 추가",
Zap_0_MoreProjectile_3,"더 오랫동안 발사",
Zap_0_Synergy,"테테테 테테",
Zap_1_Acquire,"",
Zap_1_MoreDamage_1,"더 아픈 레이져",
Zap_1_MoreDamage_2,"더 아픈 레이져",
Zap_1_MoreProjectile_1,"레이져 하나 추가",
Zap_1_MoreProjectile_2,"레이져 하나 추가",
Zap_1_MoreProjectile_3,"더 오랫동안 발사",
Zap_1_Synergy,"테테테 테테",
Zap_2_Acquire,"",
Zap_2_MoreDamage_1,"더 아픈 레이져",
Zap_2_MoreDamage_2,"더 아픈 레이져",
Zap_2_MoreProjectile_1,"레이져 하나 추가",
Zap_2_MoreProjectile_2,"레이져 하나 추가",
Zap_2_MoreProjectile_3,"더 오랫동안 발사",
Zap_2_Synergy,"테테테 테테",
Zap_3_Acquire,"",
Zap_3_MoreDamage_1,"더 아픈 레이져",
Zap_3_MoreDamage_2,"더 아픈 레이져",
Zap_3_MoreProjectile_1,"레이져 하나 추가",
Zap_3_MoreProjectile_2,"레이져 하나 추가",
Zap_3_MoreProjectile_3,"더 오랫동안 발사",
Zap_3_Synergy,"테테테 테테",
Zap_4_Acquire,"",
Zap_4_MoreDamage_1,"더 아픈 레이져",
Zap_4_MoreDamage_2,"더 아픈 레이져",
Zap_4_MoreProjectile_1,"레이져 하나 추가",
Zap_4_MoreProjectile_2,"레이져 하나 추가",
Zap_4_MoreProjectile_3,"더 오랫동안 발사",
Zap_4_Synergy,"테테테 테테",
ZapF_0_Acquire,"Zap Attack!",
ZapF_0_MoreDamage_1,"Stronger Laser",
ZapF_0_MoreDamage_2,"Stronger Laser",
ZapF_0_MoreDamage_3,"Stronger Laser",
ZapF_0_MoreProjectile_1,"+1 Laser",
ZapF_0_MoreProjectile_2,"+1 Laser",
ZapF_0_Synergy,"Zapzapzap!",
ZapF_1_Acquire,"Zap Attack!",
ZapF_1_MoreDamage_1,"Stronger Laser",
ZapF_1_MoreDamage_2,"Stronger Laser",
ZapF_1_MoreDamage_3,"Stronger Laser",
ZapF_1_MoreProjectile_1,"+1 Laser",
ZapF_1_MoreProjectile_2,"+1 Laser",
ZapF_1_Synergy,"Zapzapzap!",
ZapF_2_Acquire,"Zap Attack!",
ZapF_2_MoreDamage_1,"Stronger Laser",
ZapF_2_MoreDamage_2,"Stronger Laser",
ZapF_2_MoreDamage_3,"Stronger Laser",
ZapF_2_MoreProjectile_1,"+1 Laser",
ZapF_2_MoreProjectile_2,"+1 Laser",
ZapF_2_Synergy,"Zapzapzap!",
# 아이템 업그레이드
Armor Acquire,"Defense Up",
Armor Upgrad,"Defense Up",
Armor Upgrad 1,"Defense Up",
Belt Acquire,"Knockback Up",
Belt KnockBackChance 1,"Knockback Up",
Belt KnockBackChance 2,"Knockback Up",
Bulb CriticalDamageChance 1,"Crit Chance Up",
Bulb CriticalDamageChance 2,"Crit Chance Up",
Bulb_Acquire,"Crit Chance Up",
CoolDown Acquire,"Cooldown Down",
CoolDown Shorter 1,"Cooldown Down",
CoolDown Shorter 2,"Cooldown Down",
Damage Acquire,"Damage Up",
Damage DamageUp 1,"Damage Up",
Damage DamageUp 2,"Damage Up",
HpRegenRate Acquire,"HP Regen Up",
HpRegenRate HigherRate 1,"HP Regen Up",
HpRegenRate HigherRate 2,"HP Regen Up",
Magnet Acquire,"Magnet Range Up",
Magnet Upgrad 1,"Magnet Range Up",
Magnet Upgrad 2,"Magnet Range Up",
MaxHealth Acquire,"Max HP Up",
MaxHealth Maxhealth 1,"Max HP Up",
MaxHealth Maxhealth 2,"Max HP Up",
Shoes Acquire,"Speed Up",
Shoes MoveSpeed 1,"Speed Up",
Shoes MoveSpeed 2,"Speed Up",
SkillDuration Acquire,"Skill Duration Up",
SkillDuration Upgrad 1,"Skill Duration Up",
SkillDuration Upgrad 2,"Skill Duration Up",
